Product Name,Region,AQ Min (kWh),AQ Max (kWh),Contract Length (months),Valid from,Valid to,p/kWh
4NT2B16161 Start Month 11 - 2 Year,NT2,30001,40000,24,01/09/2020,31/08/2022,3.396991
4NT2B16161 Start Month 11 - 3 Year,NT2,30001,40000,36,01/09/2020,31/08/2023,3.433996
4NT2B16161 Start Month 11 - 4 Year,NT2,30001,40000,48,01/09/2020,31/08/2024,3.436086
4NT2B16161 Start Month 11 - 5 Year,NT2,30001,40000,60,01/09/2020,31/08/2025,3.341876
4NT2B16161 Start Month 12 - 1 Year,NT2,30001,40000,12,01/10/2020,30/09/2021,3.384498
4NT2B16161 Start Month 12 - 2 Year,NT2,30001,40000,24,01/10/2020,30/09/2022,3.406525
4NT2B16161 Start Month 12 - 3 Year,NT2,30001,40000,36,01/10/2020,30/09/2023,3.434703
4NT2B16161 Start Month 12 - 4 Year,NT2,30001,40000,48,01/10/2020,30/09/2024,3.446115
4NT2B16161 Start Month 12 - 5 Year,NT2,30001,40000,60,01/10/2020,30/09/2025,3.32403
4NT2B16161 Start Month 2 - 1 Year,NT2,30001,40000,12,01/12/2019,30/11/2020,3.234474
4NT2B16161 Start Month 2 - 2 Year,NT2,30001,40000,24,01/12/2019,30/11/2021,3.299285
4NT2B16161 Start Month 2 - 3 Year,NT2,30001,40000,36,01/12/2019,30/11/2022,3.341805
4NT2B16161 Start Month 2 - 4 Year,NT2,30001,40000,48,01/12/2019,30/11/2023,3.372882
4NT2B16161 Start Month 2 - 5 Year,NT2,30001,40000,60,01/12/2019,30/11/2024,3.397939
4NT2B16161 Start Month 3 - 1 Year,NT2,30001,40000,12,01/01/2020,31/12/2020,3.260431
4NT2B16161 Start Month 3 - 2 Year,NT2,30001,40000,24,01/01/2020,31/12/2021,3.317364
4NT2B16161 Start Month 3 - 3 Year,NT2,30001,40000,36,01/01/2020,31/12/2022,3.354531
4NT2B16161 Start Month 3 - 4 Year,NT2,30001,40000,48,01/01/2020,31/12/2023,3.394132
4NT2B16161 Start Month 3 - 5 Year,NT2,30001,40000,60,01/01/2020,31/12/2024,3.409958
4NT2B16161 Start Month 4 - 1 Year,NT2,30001,40000,12,01/02/2020,31/01/2021,3.280732
4NT2B16161 Start Month 4 - 2 Year,NT2,30001,40000,24,01/02/2020,31/01/2022,3.337796
4NT2B16161 Start Month 4 - 3 Year,NT2,30001,40000,36,01/02/2020,31/01/2023,3.372549
4NT2B16161 Start Month 4 - 4 Year,NT2,30001,40000,48,01/02/2020,31/01/2024,3.403727
4NT2B16161 Start Month 4 - 5 Year,NT2,30001,40000,60,01/02/2020,31/01/2025,3.42534
4NT2B16161 Start Month 5 - 1 Year,NT2,30001,40000,12,01/03/2020,28/02/2021,3.299619
4NT2B16161 Start Month 5 - 2 Year,NT2,30001,40000,24,01/03/2020,28/02/2022,3.346997
4NT2B16161 Start Month 5 - 3 Year,NT2,30001,40000,36,01/03/2020,28/02/2023,3.379821
4NT2B16161 Start Month 5 - 4 Year,NT2,30001,40000,48,01/03/2020,29/02/2024,3.420624
4NT2B16161 Start Month 5 - 5 Year,NT2,30001,40000,60,01/03/2020,28/02/2025,3.439217
4NT2B16161 Start Month 6 - 1 Year,NT2,30001,40000,12,01/04/2020,31/03/2021,3.327899
4NT2B16161 Start Month 6 - 2 Year,NT2,30001,40000,24,01/04/2020,31/03/2022,3.369752
4NT2B16161 Start Month 6 - 3 Year,NT2,30001,40000,36,01/04/2020,31/03/2023,3.399152
4NT2B16161 Start Month 6 - 4 Year,NT2,30001,40000,48,01/04/2020,31/03/2024,3.439753
4NT2B16161 Start Month 6 - 5 Year,NT2,30001,40000,60,01/04/2020,31/03/2025,3.454902
4NT2B16161 Start Month 7 - 1 Year,NT2,30001,40000,12,01/05/2020,30/04/2021,3.344493
4NT2B16161 Start Month 7 - 2 Year,NT2,30001,40000,24,01/05/2020,30/04/2022,3.373287
4NT2B16161 Start Month 7 - 3 Year,NT2,30001,40000,36,01/05/2020,30/04/2023,3.401576
4NT2B16161 Start Month 7 - 4 Year,NT2,30001,40000,48,01/05/2020,30/04/2024,3.451499
4NT2B16161 Start Month 7 - 5 Year,NT2,30001,40000,60,01/05/2020,30/04/2025,3.437965
4NT2B16161 Start Month 8 - 1 Year,NT2,30001,40000,12,01/06/2020,31/05/2021,3.355946
4NT2B16161 Start Month 8 - 2 Year,NT2,30001,40000,24,01/06/2020,31/05/2022,3.383316
4NT2B16161 Start Month 8 - 3 Year,NT2,30001,40000,36,01/06/2020,31/05/2023,3.411908
4NT2B16161 Start Month 8 - 4 Year,NT2,30001,40000,48,01/06/2020,31/05/2024,3.45261
4NT2B16161 Start Month 8 - 5 Year,NT2,30001,40000,60,01/06/2020,31/05/2025,3.42022
4NT2B16161 Start Month 9 - 1 Year,NT2,30001,40000,12,01/07/2020,30/06/2021,3.359178
4NT2B16161 Start Month 9 - 2 Year,NT2,30001,40000,24,01/07/2020,30/06/2022,3.384831
4NT2B16161 Start Month 9 - 3 Year,NT2,30001,40000,36,01/07/2020,30/06/2023,3.41312
4NT2B16161 Start Month 9 - 4 Year,NT2,30001,40000,48,01/07/2020,30/06/2024,3.447499
4NT2B16161 Start Month 9 - 5 Year,NT2,30001,40000,60,01/07/2020,30/06/2025,3.399081
4NT3B16161 Start Month 1 - 1 Year,NT3,30001,40000,12,01/11/2019,31/10/2020,3.190539
4NT3B16161 Start Month 1 - 2 Year,NT3,30001,40000,24,01/11/2019,31/10/2021,3.269894
4NT3B16161 Start Month 1 - 3 Year,NT3,30001,40000,36,01/11/2019,31/10/2022,3.311273
4NT3B16161 Start Month 1 - 4 Year,NT3,30001,40000,48,01/11/2019,31/10/2023,3.354399
4NT3B16161 Start Month 1 - 5 Year,NT3,30001,40000,60,01/11/2019,31/10/2024,3.37174
4NT3B16161 Start Month 10 - 1 Year,NT3,30001,40000,12,01/08/2020,31/07/2021,3.372247
4NT3B16161 Start Month 10 - 2 Year,NT3,30001,40000,24,01/08/2020,31/07/2022,3.395981
4NT3B16161 Start Month 10 - 3 Year,NT3,30001,40000,36,01/08/2020,31/07/2023,3.423856
4NT3B16161 Start Month 10 - 4 Year,NT3,30001,40000,48,01/08/2020,31/07/2024,3.435177
4NT3B16161 Start Month 10 - 5 Year,NT3,30001,40000,60,01/08/2020,31/07/2025,3.370327
4NT3B16161 Start Month 11 - 1 Year,NT3,30001,40000,12,01/09/2020,31/08/2021,3.374469
4NT3B16161 Start Month 11 - 2 Year,NT3,30001,40000,24,01/09/2020,31/08/2022,3.396991
4NT3B16161 Start Month 11 - 3 Year,NT3,30001,40000,36,01/09/2020,31/08/2023,3.433996
4NT3B16161 Start Month 11 - 4 Year,NT3,30001,40000,48,01/09/2020,31/08/2024,3.445206
4NT3B16161 Start Month 11 - 5 Year,NT3,30001,40000,60,01/09/2020,31/08/2025,3.341876
4NT3B16161 Start Month 12 - 1 Year,NT3,30001,40000,12,01/10/2020,30/09/2021,3.384498
4NT3B16161 Start Month 12 - 2 Year,NT3,30001,40000,24,01/10/2020,30/09/2022,3.406525
4NT3B16161 Start Month 12 - 3 Year,NT3,30001,40000,36,01/10/2020,30/09/2023,3.443833
4NT3B16161 Start Month 12 - 4 Year,NT3,30001,40000,48,01/10/2020,30/09/2024,3.446115
4NT3B16161 Start Month 12 - 5 Year,NT3,30001,40000,60,01/10/2020,30/09/2025,3.32403
4NT3B16161 Start Month 2 - 1 Year,NT3,30001,40000,12,01/12/2019,30/11/2020,3.234474
4NT3B16161 Start Month 2 - 2 Year,NT3,30001,40000,24,01/12/2019,30/11/2021,3.299285
4NT3B16161 Start Month 2 - 3 Year,NT3,30001,40000,36,01/12/2019,30/11/2022,3.341805
4NT3B16161 Start Month 2 - 4 Year,NT3,30001,40000,48,01/12/2019,30/11/2023,3.372882
4NT3B16161 Start Month 2 - 5 Year,NT3,30001,40000,60,01/12/2019,30/11/2024,3.397939
4NT3B16161 Start Month 3 - 1 Year,NT3,30001,40000,12,01/01/2020,31/12/2020,3.260431
4NT3B16161 Start Month 3 - 2 Year,NT3,30001,40000,24,01/01/2020,31/12/2021,3.326484
4NT3B16161 Start Month 3 - 3 Year,NT3,30001,40000,36,01/01/2020,31/12/2022,3.354531
4NT3B16161 Start Month 3 - 4 Year,NT3,30001,40000,48,01/01/2020,31/12/2023,3.394132
4NT3B16161 Start Month 3 - 5 Year,NT3,30001,40000,60,01/01/2020,31/12/2024,3.409958
4NT3B16161 Start Month 4 - 1 Year,NT3,30001,40000,12,01/02/2020,31/01/2021,3.280732
4NT3B16161 Start Month 4 - 2 Year,NT3,30001,40000,24,01/02/2020,31/01/2022,3.337796
4NT3B16161 Start Month 4 - 3 Year,NT3,30001,40000,36,01/02/2020,31/01/2023,3.372549
4NT3B16161 Start Month 4 - 4 Year,NT3,30001,40000,48,01/02/2020,31/01/2024,3.403727
4NT3B16161 Start Month 4 - 5 Year,NT3,30001,40000,60,01/02/2020,31/01/2025,3.42534
4NT3B16161 Start Month 5 - 1 Year,NT3,30001,40000,12,01/03/2020,28/02/2021,3.308739
4NT3B16161 Start Month 5 - 2 Year,NT3,30001,40000,24,01/03/2020,28/02/2022,3.346997
4NT3B16161 Start Month 5 - 3 Year,NT3,30001,40000,36,01/03/2020,28/02/2023,3.379821
4NT3B16161 Start Month 5 - 4 Year,NT3,30001,40000,48,01/03/2020,29/02/2024,3.420624
4NT3B16161 Start Month 5 - 5 Year,NT3,30001,40000,60,01/03/2020,28/02/2025,3.448337
4NT3B16161 Start Month 6 - 1 Year,NT3,30001,40000,12,01/04/2020,31/03/2021,3.337019
4NT3B16161 Start Month 6 - 2 Year,NT3,30001,40000,24,01/04/2020,31/03/2022,3.369752
4NT3B16161 Start Month 6 - 3 Year,NT3,30001,40000,36,01/04/2020,31/03/2023,3.399152
4NT3B16161 Start Month 6 - 4 Year,NT3,30001,40000,48,01/04/2020,31/03/2024,3.439753
4NT3B16161 Start Month 6 - 5 Year,NT3,30001,40000,60,01/04/2020,31/03/2025,3.454902
4NT3B16161 Start Month 7 - 1 Year,NT3,30001,40000,12,01/05/2020,30/04/2021,3.344493
4NT3B16161 Start Month 7 - 2 Year,NT3,30001,40000,24,01/05/2020,30/04/2022,3.373287
4NT3B16161 Start Month 7 - 3 Year,NT3,30001,40000,36,01/05/2020,30/04/2023,3.401576
4NT3B16161 Start Month 7 - 4 Year,NT3,30001,40000,48,01/05/2020,30/04/2024,3.451499
4NT3B16161 Start Month 7 - 5 Year,NT3,30001,40000,60,01/05/2020,30/04/2025,3.437965
4NT3B16161 Start Month 8 - 1 Year,NT3,30001,40000,12,01/06/2020,31/05/2021,3.355946
4NT3B16161 Start Month 8 - 2 Year,NT3,30001,40000,24,01/06/2020,31/05/2022,3.383316
4NT3B16161 Start Month 8 - 3 Year,NT3,30001,40000,36,01/06/2020,31/05/2023,3.411908
4NT3B16161 Start Month 8 - 4 Year,NT3,30001,40000,48,01/06/2020,31/05/2024,3.45261
4NT3B16161 Start Month 8 - 5 Year,NT3,30001,40000,60,01/06/2020,31/05/2025,3.42935
4NT3B16161 Start Month 9 - 1 Year,NT3,30001,40000,12,01/07/2020,30/06/2021,3.359178
4NT3B16161 Start Month 9 - 2 Year,NT3,30001,40000,24,01/07/2020,30/06/2022,3.384831
4NT3B16161 Start Month 9 - 3 Year,NT3,30001,40000,36,01/07/2020,30/06/2023,3.41312
4NT3B16161 Start Month 9 - 4 Year,NT3,30001,40000,48,01/07/2020,30/06/2024,3.447499
4NT3B16161 Start Month 9 - 5 Year,NT3,30001,40000,60,01/07/2020,30/06/2025,3.399081
4NW1B16200 Start Month 1 - 1 Year,NW1,30001,40000,12,01/11/2019,31/10/2020,3.208517
4NW1B16200 Start Month 1 - 2 Year,NW1,30001,40000,24,01/11/2019,31/10/2021,3.280459
4NW1B16200 Start Month 1 - 3 Year,NW1,30001,40000,36,01/11/2019,31/10/2022,3.322747
4NW1B16200 Start Month 1 - 4 Year,NW1,30001,40000,48,01/11/2019,31/10/2023,3.348037
4NW1B16200 Start Month 1 - 5 Year,NW1,30001,40000,60,01/11/2019,31/10/2024,3.369721
4NW1B16200 Start Month 10 - 1 Year,NW1,30001,40000,12,01/08/2020,31/07/2021,3.388367
4NW1B16200 Start Month 10 - 2 Year,NW1,30001,40000,24,01/08/2020,31/07/2022,3.402072
4NW1B16200 Start Month 10 - 3 Year,NW1,30001,40000,36,01/08/2020,31/07/2023,3.420423
4NW1B16200 Start Month 10 - 4 Year,NW1,30001,40000,48,01/08/2020,31/07/2024,3.436986
4NW1B16200 Start Month 10 - 5 Year,NW1,30001,40000,60,01/08/2020,31/07/2025,3.366551
4NW1B16200 Start Month 11 - 1 Year,NW1,30001,40000,12,01/09/2020,31/08/2021,3.390286
4NW1B16200 Start Month 11 - 2 Year,NW1,30001,40000,24,01/09/2020,31/08/2022,3.402981
4NW1B16200 Start Month 11 - 3 Year,NW1,30001,40000,36,01/09/2020,31/08/2023,3.430462
4NW1B16200 Start Month 11 - 4 Year,NW1,30001,40000,48,01/09/2020,31/08/2024,3.437895
4NW1B16200 Start Month 11 - 5 Year,NW1,30001,40000,60,01/09/2020,31/08/2025,3.348735
4NW1B16200 Start Month 12 - 1 Year,NW1,30001,40000,12,01/10/2020,30/09/2021,3.391195
4NW1B16200 Start Month 12 - 2 Year,NW1,30001,40000,24,01/10/2020,30/09/2022,3.403385
4NW1B16200 Start Month 12 - 3 Year,NW1,30001,40000,36,01/10/2020,30/09/2023,3.431068
4NW1B16200 Start Month 12 - 4 Year,NW1,30001,40000,48,01/10/2020,30/09/2024,3.438602
4NW1B16200 Start Month 12 - 5 Year,NW1,30001,40000,60,01/10/2020,30/09/2025,3.330889
4NW1B16200 Start Month 2 - 1 Year,NW1,30001,40000,12,01/12/2019,30/11/2020,3.253462
4NW1B16200 Start Month 2 - 2 Year,NW1,30001,40000,24,01/12/2019,30/11/2021,3.310759
4NW1B16200 Start Month 2 - 3 Year,NW1,30001,40000,36,01/12/2019,30/11/2022,3.344866
4NW1B16200 Start Month 2 - 4 Year,NW1,30001,40000,48,01/12/2019,30/11/2023,3.376347
4NW1B16200 Start Month 2 - 5 Year,NW1,30001,40000,60,01/12/2019,30/11/2024,3.396415
4NW1B16200 Start Month 3 - 1 Year,NW1,30001,40000,12,01/01/2020,31/12/2020,3.281136
4NW1B16200 Start Month 3 - 2 Year,NW1,30001,40000,24,01/01/2020,31/12/2021,3.330252
4NW1B16200 Start Month 3 - 3 Year,NW1,30001,40000,36,01/01/2020,31/12/2022,3.358602
4NW1B16200 Start Month 3 - 4 Year,NW1,30001,40000,48,01/01/2020,31/12/2023,3.389376
4NW1B16200 Start Month 3 - 5 Year,NW1,30001,40000,60,01/01/2020,31/12/2024,3.409545
4NW1B16200 Start Month 4 - 1 Year,NW1,30001,40000,12,01/02/2020,31/01/2021,3.303356
4NW1B16200 Start Month 4 - 2 Year,NW1,30001,40000,24,01/02/2020,31/01/2022,3.352007
4NW1B16200 Start Month 4 - 3 Year,NW1,30001,40000,36,01/02/2020,31/01/2023,3.37763
4NW1B16200 Start Month 4 - 4 Year,NW1,30001,40000,48,01/02/2020,31/01/2024,3.399678
4NW1B16200 Start Month 4 - 5 Year,NW1,30001,40000,60,01/02/2020,31/01/2025,3.425543
4NW1B16200 Start Month 5 - 1 Year,NW1,30001,40000,12,01/03/2020,28/02/2021,3.324364
4NW1B16200 Start Month 5 - 2 Year,NW1,30001,40000,24,01/03/2020,28/02/2022,3.362107
4NW1B16200 Start Month 5 - 3 Year,NW1,30001,40000,36,01/03/2020,28/02/2023,3.385609
4NW1B16200 Start Month 5 - 4 Year,NW1,30001,40000,48,01/03/2020,29/02/2024,3.417292
4NW1B16200 Start Month 5 - 5 Year,NW1,30001,40000,60,01/03/2020,28/02/2025,3.439915
4NW1B16200 Start Month 6 - 1 Year,NW1,30001,40000,12,01/04/2020,31/03/2021,3.354967
4NW1B16200 Start Month 6 - 2 Year,NW1,30001,40000,24,01/04/2020,31/03/2022,3.376853
4NW1B16200 Start Month 6 - 3 Year,NW1,30001,40000,36,01/04/2020,31/03/2023,3.396416
4NW1B16200 Start Month 6 - 4 Year,NW1,30001,40000,48,01/04/2020,31/03/2024,3.436916
4NW1B16200 Start Month 6 - 5 Year,NW1,30001,40000,60,01/04/2020,31/03/2025,3.446985
4NW1B16200 Start Month 7 - 1 Year,NW1,30001,40000,12,01/05/2020,30/04/2021,3.37146
4NW1B16200 Start Month 7 - 2 Year,NW1,30001,40000,24,01/05/2020,30/04/2022,3.389518
4NW1B16200 Start Month 7 - 3 Year,NW1,30001,40000,36,01/05/2020,30/04/2023,3.408061
4NW1B16200 Start Month 7 - 4 Year,NW1,30001,40000,48,01/05/2020,30/04/2024,3.448672
4NW1B16200 Start Month 7 - 5 Year,NW1,30001,40000,60,01/05/2020,30/04/2025,3.43938
4NW1B16200 Start Month 8 - 1 Year,NW1,30001,40000,12,01/06/2020,31/05/2021,3.373581
4NW1B16200 Start Month 8 - 2 Year,NW1,30001,40000,24,01/06/2020,31/05/2022,3.390326
4NW1B16200 Start Month 8 - 3 Year,NW1,30001,40000,36,01/06/2020,31/05/2023,3.409071
4NW1B16200 Start Month 8 - 4 Year,NW1,30001,40000,48,01/06/2020,31/05/2024,3.449682
4NW1B16200 Start Month 8 - 5 Year,NW1,30001,40000,60,01/06/2020,31/05/2025,3.421534
4NW1B16200 Start Month 9 - 1 Year,NW1,30001,40000,12,01/07/2020,30/06/2021,3.376005
4NW1B16200 Start Month 9 - 2 Year,NW1,30001,40000,24,01/07/2020,30/06/2022,3.391437
4NW1B16200 Start Month 9 - 3 Year,NW1,30001,40000,36,01/07/2020,30/06/2023,3.40998
4NW1B16200 Start Month 9 - 4 Year,NW1,30001,40000,48,01/07/2020,30/06/2024,3.437966
4NW1B16200 Start Month 9 - 5 Year,NW1,30001,40000,60,01/07/2020,30/06/2025,3.393285
4NW2B16200 Start Month 1 - 1 Year,NW2,30001,40000,12,01/11/2019,31/10/2020,3.226767
4NW2B16200 Start Month 1 - 2 Year,NW2,30001,40000,24,01/11/2019,31/10/2021,3.298709
4NW2B16200 Start Month 1 - 3 Year,NW2,30001,40000,36,01/11/2019,31/10/2022,3.331877
4NW2B16200 Start Month 1 - 4 Year,NW2,30001,40000,48,01/11/2019,31/10/2023,3.366287
4NW2B16200 Start Month 1 - 5 Year,NW2,30001,40000,60,01/11/2019,31/10/2024,3.387971
4NW2B16200 Start Month 10 - 1 Year,NW2,30001,40000,12,01/08/2020,31/07/2021,3.397497
4NW2B16200 Start Month 10 - 2 Year,NW2,30001,40000,24,01/08/2020,31/07/2022,3.411192
4NW2B16200 Start Month 10 - 3 Year,NW2,30001,40000,36,01/08/2020,31/07/2023,3.429553
4NW2B16200 Start Month 10 - 4 Year,NW2,30001,40000,48,01/08/2020,31/07/2024,3.455236
4NW2B16200 Start Month 10 - 5 Year,NW2,30001,40000,60,01/08/2020,31/07/2025,3.384801
4NW2B16200 Start Month 11 - 1 Year,NW2,30001,40000,12,01/09/2020,31/08/2021,3.408536
4NW2B16200 Start Month 11 - 2 Year,NW2,30001,40000,24,01/09/2020,31/08/2022,3.421231
4NW2B16200 Start Month 11 - 3 Year,NW2,30001,40000,36,01/09/2020,31/08/2023,3.448702
4NW2B16200 Start Month 11 - 4 Year,NW2,30001,40000,48,01/09/2020,31/08/2024,3.456145
4NW2B16200 Start Month 11 - 5 Year,NW2,30001,40000,60,01/09/2020,31/08/2025,3.357865
4NW2B16200 Start Month 12 - 1 Year,NW2,30001,40000,12,01/10/2020,30/09/2021,3.409445
4NW2B16200 Start Month 12 - 2 Year,NW2,30001,40000,24,01/10/2020,30/09/2022,3.421635
4NW2B16200 Start Month 12 - 3 Year,NW2,30001,40000,36,01/10/2020,30/09/2023,3.449308
4NW2B16200 Start Month 12 - 4 Year,NW2,30001,40000,48,01/10/2020,30/09/2024,3.456852
4NW2B16200 Start Month 12 - 5 Year,NW2,30001,40000,60,01/10/2020,30/09/2025,3.349139
4NW2B16200 Start Month 2 - 1 Year,NW2,30001,40000,12,01/12/2019,30/11/2020,3.271712
4NW2B16200 Start Month 2 - 2 Year,NW2,30001,40000,24,01/12/2019,30/11/2021,3.329009
4NW2B16200 Start Month 2 - 3 Year,NW2,30001,40000,36,01/12/2019,30/11/2022,3.363116
4NW2B16200 Start Month 2 - 4 Year,NW2,30001,40000,48,01/12/2019,30/11/2023,3.394597
4NW2B16200 Start Month 2 - 5 Year,NW2,30001,40000,60,01/12/2019,30/11/2024,3.414665
4NW2B16200 Start Month 3 - 1 Year,NW2,30001,40000,12,01/01/2020,31/12/2020,3.299386
4NW2B16200 Start Month 3 - 2 Year,NW2,30001,40000,24,01/01/2020,31/12/2021,3.348502
4NW2B16200 Start Month 3 - 3 Year,NW2,30001,40000,36,01/01/2020,31/12/2022,3.376852
4NW2B16200 Start Month 3 - 4 Year,NW2,30001,40000,48,01/01/2020,31/12/2023,3.407626
4NW2B16200 Start Month 3 - 5 Year,NW2,30001,40000,60,01/01/2020,31/12/2024,3.427795
4NW2B16200 Start Month 4 - 1 Year,NW2,30001,40000,12,01/02/2020,31/01/2021,3.321606
4NW2B16200 Start Month 4 - 2 Year,NW2,30001,40000,24,01/02/2020,31/01/2022,3.361127
4NW2B16200 Start Month 4 - 3 Year,NW2,30001,40000,36,01/02/2020,31/01/2023,3.38675
4NW2B16200 Start Month 4 - 4 Year,NW2,30001,40000,48,01/02/2020,31/01/2024,3.417928
4NW2B16200 Start Month 4 - 5 Year,NW2,30001,40000,60,01/02/2020,31/01/2025,3.443793
4NW2B16200 Start Month 5 - 1 Year,NW2,30001,40000,12,01/03/2020,28/02/2021,3.342614
4NW2B16200 Start Month 5 - 2 Year,NW2,30001,40000,24,01/03/2020,28/02/2022,3.380357
4NW2B16200 Start Month 5 - 3 Year,NW2,30001,40000,36,01/03/2020,28/02/2023,3.403859
4NW2B16200 Start Month 5 - 4 Year,NW2,30001,40000,48,01/03/2020,29/02/2024,3.435542
4NW2B16200 Start Month 5 - 5 Year,NW2,30001,40000,60,01/03/2020,28/02/2025,3.458165
4NW2B16200 Start Month 6 - 1 Year,NW2,30001,40000,12,01/04/2020,31/03/2021,3.373217
4NW2B16200 Start Month 6 - 2 Year,NW2,30001,40000,24,01/04/2020,31/03/2022,3.395103
4NW2B16200 Start Month 6 - 3 Year,NW2,30001,40000,36,01/04/2020,31/03/2023,3.414666
4NW2B16200 Start Month 6 - 4 Year,NW2,30001,40000,48,01/04/2020,31/03/2024,3.455166
4NW2B16200 Start Month 6 - 5 Year,NW2,30001,40000,60,01/04/2020,31/03/2025,3.465235
4NW2B16200 Start Month 7 - 1 Year,NW2,30001,40000,12,01/05/2020,30/04/2021,3.38059
4NW2B16200 Start Month 7 - 2 Year,NW2,30001,40000,24,01/05/2020,30/04/2022,3.398638
4NW2B16200 Start Month 7 - 3 Year,NW2,30001,40000,36,01/05/2020,30/04/2023,3.417191
4NW2B16200 Start Month 7 - 4 Year,NW2,30001,40000,48,01/05/2020,30/04/2024,3.457792
4NW2B16200 Start Month 7 - 5 Year,NW2,30001,40000,60,01/05/2020,30/04/2025,3.45763
4NW2B16200 Start Month 8 - 1 Year,NW2,30001,40000,12,01/06/2020,31/05/2021,3.391841
4NW2B16200 Start Month 8 - 2 Year,NW2,30001,40000,24,01/06/2020,31/05/2022,3.408566
4NW2B16200 Start Month 8 - 3 Year,NW2,30001,40000,36,01/06/2020,31/05/2023,3.427331
4NW2B16200 Start Month 8 - 4 Year,NW2,30001,40000,48,01/06/2020,31/05/2024,3.467932
4NW2B16200 Start Month 8 - 5 Year,NW2,30001,40000,60,01/06/2020,31/05/2025,3.439784
4NW2B16200 Start Month 9 - 1 Year,NW2,30001,40000,12,01/07/2020,30/06/2021,3.394265
4NW2B16200 Start Month 9 - 2 Year,NW2,30001,40000,24,01/07/2020,30/06/2022,3.409677
4NW2B16200 Start Month 9 - 3 Year,NW2,30001,40000,36,01/07/2020,30/06/2023,3.42824
4NW2B16200 Start Month 9 - 4 Year,NW2,30001,40000,48,01/07/2020,30/06/2024,3.456216
4NW2B16200 Start Month 9 - 5 Year,NW2,30001,40000,60,01/07/2020,30/06/2025,3.411535
4SC1B16239 Start Month 1 - 1 Year,SC1,30001,40000,12,01/11/2019,31/10/2020,3.238715
4SC1B16239 Start Month 1 - 2 Year,SC1,30001,40000,24,01/11/2019,31/10/2021,3.328715
4SC1B16239 Start Month 1 - 3 Year,SC1,30001,40000,36,01/11/2019,31/10/2022,3.370801
4SC1B16239 Start Month 1 - 4 Year,SC1,30001,40000,48,01/11/2019,31/10/2023,3.40511
4SC1B16239 Start Month 1 - 5 Year,SC1,30001,40000,60,01/11/2019,31/10/2024,3.426794
4SC1B16239 Start Month 10 - 1 Year,SC1,30001,40000,12,01/08/2020,31/07/2021,3.453954
4SC1B16239 Start Month 10 - 2 Year,SC1,30001,40000,24,01/08/2020,31/07/2022,3.467669
4SC1B16239 Start Month 10 - 3 Year,SC1,30001,40000,36,01/08/2020,31/07/2023,3.476789
4SC1B16239 Start Month 10 - 4 Year,SC1,30001,40000,48,01/08/2020,31/07/2024,3.493756
4SC1B16239 Start Month 10 - 5 Year,SC1,30001,40000,60,01/08/2020,31/07/2025,3.432643
4SC1B16239 Start Month 11 - 1 Year,SC1,30001,40000,12,01/09/2020,31/08/2021,3.455671
4SC1B16239 Start Month 11 - 2 Year,SC1,30001,40000,24,01/09/2020,31/08/2022,3.468477
4SC1B16239 Start Month 11 - 3 Year,SC1,30001,40000,36,01/09/2020,31/08/2023,3.495847
4SC1B16239 Start Month 11 - 4 Year,SC1,30001,40000,48,01/09/2020,31/08/2024,3.503795
4SC1B16239 Start Month 11 - 5 Year,SC1,30001,40000,60,01/09/2020,31/08/2025,3.40601
4SC1B16239 Start Month 12 - 1 Year,SC1,30001,40000,12,01/10/2020,30/09/2021,3.456681
4SC1B16239 Start Month 12 - 2 Year,SC1,30001,40000,24,01/10/2020,30/09/2022,3.46878
4SC1B16239 Start Month 12 - 3 Year,SC1,30001,40000,36,01/10/2020,30/09/2023,3.496453
4SC1B16239 Start Month 12 - 4 Year,SC1,30001,40000,48,01/10/2020,30/09/2024,3.504502
4SC1B16239 Start Month 12 - 5 Year,SC1,30001,40000,60,01/10/2020,30/09/2025,3.388063
4SC1B16239 Start Month 2 - 1 Year,SC1,30001,40000,12,01/12/2019,30/11/2020,3.292386
4SC1B16239 Start Month 2 - 2 Year,SC1,30001,40000,24,01/12/2019,30/11/2021,3.358712
4SC1B16239 Start Month 2 - 3 Year,SC1,30001,40000,36,01/12/2019,30/11/2022,3.392617
4SC1B16239 Start Month 2 - 4 Year,SC1,30001,40000,48,01/12/2019,30/11/2023,3.423997
4SC1B16239 Start Month 2 - 5 Year,SC1,30001,40000,60,01/12/2019,30/11/2024,3.453488
4SC1B16239 Start Month 3 - 1 Year,SC1,30001,40000,12,01/01/2020,31/12/2020,3.319757
4SC1B16239 Start Month 3 - 2 Year,SC1,30001,40000,24,01/01/2020,31/12/2021,3.387022
4SC1B16239 Start Month 3 - 3 Year,SC1,30001,40000,36,01/01/2020,31/12/2022,3.415271
4SC1B16239 Start Month 3 - 4 Year,SC1,30001,40000,48,01/01/2020,31/12/2023,3.445843
4SC1B16239 Start Month 3 - 5 Year,SC1,30001,40000,60,01/01/2020,31/12/2024,3.466315
4SC1B16239 Start Month 4 - 1 Year,SC1,30001,40000,12,01/02/2020,31/01/2021,3.350996
4SC1B16239 Start Month 4 - 2 Year,SC1,30001,40000,24,01/02/2020,31/01/2022,3.408474
4SC1B16239 Start Month 4 - 3 Year,SC1,30001,40000,36,01/02/2020,31/01/2023,3.434198
4SC1B16239 Start Month 4 - 4 Year,SC1,30001,40000,48,01/02/2020,31/01/2024,3.465073
